"","species","b1","b2","b3"
"1","Abies alba",34.2592926592787,0.0308717666444277,1.18582391173952
"2","Abies alba",35.186610427628,0.0306598963206249,1.2051098535408
"3","Abies alba",35.6790943315623,0.0274552310081478,1.12617550267626
"4","Abies alba",36.6193464043935,0.0274102290625232,1.1235003399586
"5","Abies alba",34.7629962364297,0.0289471852342013,1.14621384032801
"6","Abies alba",35.3712407977352,0.0291502365820467,1.15949938769571
"7","Abies alba",35.7969907952569,0.0273129651639477,1.11387475222246
"8","Abies alba",33.8688934462211,0.0318131432354786,1.19050137471762
"9","Abies alba",36.0782535297202,0.0287638169700798,1.12651282869685
"10","Abies alba",35.2294132085951,0.0290598279826903,1.14611128576372
"11","Abies alba",35.9624307445987,0.0290155639234228,1.13932531122523
"12","Abies alba",34.7224380029464,0.030518733386414,1.18449677126337
"13","Abies alba",35.5142532669149,0.0312271298258683,1.20211929681291
"14","Abies alba",35.9189723429154,0.028086279332121,1.14195813971446
"15","Abies alba",35.5519966891699,0.0279441995556301,1.12468153477085
"16","Abies alba",36.1334308209517,0.0271229020511227,1.1097282514702
"17","Abies alba",35.0943124369178,0.0299531936010644,1.17450087127077
"18","Abies alba",36.1969456725205,0.0272783297894661,1.11079045361636
"19","Abies alba",34.6910673643538,0.0305599156394412,1.18646655767798
"20","Abies alba",35.3614299952564,0.0294834631422797,1.16144135168396
"21","Abies alba",35.5897310573797,0.0279907657364784,1.12189248976866
"22","Abies alba",35.2428362675298,0.030076929829173,1.16639319157045
"23","Abies alba",35.4534908652933,0.0286138100375199,1.152947848236
"24","Abies alba",35.5213376789323,0.0318437694261997,1.22320780568865
"25","Abies alba",36.1764300273426,0.026764550622038,1.10104638134346
"26","Abies alba",34.3434925000108,0.0307769965617101,1.19726242054557
"27","Abies alba",35.0056529447017,0.0295229727420992,1.17951653313492
"28","Abies alba",34.9606135550654,0.0300173074621756,1.15096679738415
"29","Abies alba",35.8751241199535,0.0279761201746716,1.12681141126078
"30","Abies alba",35.2257798305321,0.0281936896818175,1.11783454077118
"31","Abies alba",35.4009733004333,0.0286602590237905,1.13931492468906
"32","Abies alba",35.2130606816501,0.0291170813225379,1.13971891850838
"33","Abies alba",34.8864384411254,0.0292071265062286,1.15985488433269
"34","Abies alba",34.7711722209038,0.0295515941196342,1.15964361434559
"35","Abies alba",34.0206616219072,0.0311480308862706,1.19890048361638
"36","Abies alba",35.3110219119102,0.0297068217678467,1.15838158454703
"37","Abies alba",34.7998133202209,0.0290353910066042,1.13171879520315
"38","Abies alba",35.4974609906868,0.0299737168682234,1.18443624922899
"39","Abies alba",35.8184973161505,0.0272875610961207,1.10518759099215
"40","Abies alba",35.2569478582721,0.0283642038103942,1.1073162030746
"41","Abies alba",35.1657259396701,0.0297924532890207,1.16566072116545
"42","Abies alba",36.0683165241372,0.0293838644455075,1.14140105261385
"43","Abies alba",36.2895155647729,0.0272892742796213,1.09827093560827
"44","Abies alba",35.2472011892431,0.030070648551397,1.15461404321292
"45","Abies alba",34.974471460019,0.0296725318011058,1.15197967378887
"46","Abies alba",34.4095360528387,0.0303499029503965,1.18266787190761
"47","Abies alba",35.3299965817446,0.0290905870387778,1.14876917415469
"48","Abies alba",34.4608508336476,0.031094706846683,1.20191391469721
"49","Abies alba",35.8396127738853,0.0276762314591169,1.12023509254427
"50","Abies alba",34.7231162454648,0.0305355449751488,1.18507539963996
"51","Abies alba",35.5227926492745,0.0287228241396874,1.14892208724056
"52","Abies alba",34.9495457724216,0.0291435710844366,1.15136546732565
"53","Abies alba",34.7990407552323,0.0293236840364402,1.1600681657707
"54","Abies alba",35.4961846283951,0.0281651484264938,1.14412691723465
"55","Abies alba",35.8248618093458,0.0281183185656099,1.1253351556404
"56","Abies alba",34.8081354693456,0.0286437451461541,1.13202833639706
"57","Abies alba",35.2611737718847,0.0281346419927266,1.12987560362487
"58","Abies alba",34.140773780203,0.0294756575289632,1.16711327795111
"59","Abies alba",34.8054100853212,0.0311335433449204,1.20539007733324
"60","Abies alba",35.1005008407443,0.029539812348188,1.17337512286142
"61","Abies alba",35.1936219899995,0.0313000298861716,1.20836442728702
"62","Abies alba",35.5701975315997,0.0287773787752794,1.14852025911226
"63","Abies alba",34.8640356815498,0.0293928346008334,1.16245196821703
"64","Abies alba",34.5934353665398,0.0299010159174281,1.16791131003627
"65","Abies alba",34.6511592807755,0.0315106493198487,1.21177475169642
"66","Abies alba",34.7676429831677,0.03135540076243,1.20485728673537
"67","Abies alba",35.8221249552555,0.029482939740068,1.15319668409597
"68","Abies alba",36.2501638032628,0.0264616599163752,1.09452092957005
"69","Abies alba",34.964812203725,0.0302631319620959,1.16749191087564
"70","Abies alba",35.5132031976192,0.0288346041436971,1.14348889371232
"71","Abies alba",34.7124604950837,0.0290582453896881,1.13265247320289
"72","Abies alba",35.5470824526977,0.02874133239564,1.15240966404262
"73","Abies alba",35.370690301808,0.0285938301688355,1.13704636651028
"74","Abies alba",34.9474546877239,0.0301883281701293,1.17397793673845
"75","Abies alba",35.5561110140878,0.0301582561718521,1.15701095592017
"76","Abies alba",34.888637452171,0.0290540484023026,1.1343729498929
"77","Abies alba",35.8345958591454,0.0279362756226863,1.13308974530255
"78","Abies alba",35.0346497392764,0.0303032006856951,1.19211915758056
"79","Abies alba",34.8047553087641,0.0302303578474446,1.18290808823432
"80","Abies alba",35.5145364405591,0.0282284090788699,1.10918493584357
"81","Abies alba",36.4081827275548,0.0293667870011653,1.14892129903184
"82","Abies alba",36.5306002883543,0.0265897201241131,1.08291829023193
"83","Abies alba",34.9575865627703,0.0293790209947688,1.14563448232304
"84","Abies alba",36.5458610431152,0.025685709240348,1.06623259332394
"85","Abies alba",35.9547763026188,0.0277335334812752,1.11676914342256
"86","Abies alba",34.603527183159,0.030182552442818,1.16667391864408
"87","Abies alba",33.9135012196926,0.0324814271575698,1.24336642291729
"88","Abies alba",35.7357002260583,0.028270817914947,1.13547574760035
"89","Abies alba",34.6287398915514,0.0302083797666036,1.16833354090711
"90","Abies alba",34.5712797112771,0.030694257901346,1.18934507424346
"91","Abies alba",34.2275272080452,0.0320689401213454,1.2071174935351
"92","Abies alba",35.3554522677531,0.0281525584781953,1.13402543901745
"93","Abies alba",34.8499910439952,0.0298772395102934,1.14779447200152
"94","Abies alba",34.4505428647441,0.0296331230202743,1.16943843814704
"95","Abies alba",35.5163855632499,0.0301868082121098,1.17123954468768
"96","Abies alba",35.3363199396615,0.0284819615063385,1.13484460110403
"97","Abies alba",35.0107650315963,0.0277038130117083,1.11247056547887
"98","Abies alba",35.6522751134727,0.0285175548103149,1.13983807407146
"99","Abies alba",33.7739442011985,0.0317380807637436,1.2093293739243
"100","Abies alba",34.9635751904603,0.0307000574358182,1.18274693502205
"101","Abies amabilis",53.4815096337543,0.0178314249054292,1.25242517907366
"102","Abies amabilis",46.9220576478408,0.0258529833482029,1.52322016457538
"103","Abies amabilis",50.7117775668436,0.0204483636911576,1.31359981234906
"104","Abies amabilis",49.0464250945394,0.022421999304744,1.37404871724752
"105","Abies amabilis",48.3110469498747,0.0241153425400157,1.47179877938027
"106","Abies amabilis",49.9841866635578,0.0207222734538552,1.31647646439721
"107","Abies amabilis",47.7242841424096,0.0244115800865891,1.45725323217811
"108","Abies amabilis",47.648015869239,0.0244096648791142,1.47941973782412
"109","Abies amabilis",46.8418340925825,0.0245993132955616,1.45343166175259
"110","Abies amabilis",47.8055365865753,0.0238267793429421,1.41381708783958
"111","Abies amabilis",48.4247704929661,0.0240216324274945,1.46921223085557
"112","Abies amabilis",51.4736076672001,0.0194309450698578,1.2750143686794
"113","Abies amabilis",47.3575238388322,0.0246748934753795,1.46558365308212
"114","Abies amabilis",48.7206519641291,0.0223807289156216,1.38577384542407
"115","Abies amabilis",46.311227965443,0.0267754928664161,1.52675855850827
"116","Abies amabilis",49.5739534293191,0.0226937057961146,1.39287972173226
"117","Abies amabilis",49.077835194278,0.0252770874610368,1.49317001069937
"118","Abies amabilis",47.1205479806671,0.0250683571143718,1.48319180068735
"119","Abies amabilis",50.3139769666251,0.0216806081381281,1.37257507969085
"120","Abies amabilis",48.4634830165075,0.0236331569658947,1.42633574916958
"121","Abies amabilis",49.2463746226415,0.0219700790849602,1.36822338130435
"122","Abies amabilis",48.23119519655,0.0238511667595312,1.43031201051283
"123","Abies amabilis",49.9884878592626,0.0204390129671981,1.30871148700295
"124","Abies amabilis",48.9102680487305,0.0229212333742408,1.42159134630701
"125","Abies amabilis",45.5394365166724,0.0274234377162286,1.52456693197403
"126","Abies amabilis",50.0460938552663,0.0239481394243123,1.4793862679073
"127","Abies amabilis",47.8880396875799,0.0245014001141458,1.45907001040818
"128","Abies amabilis",47.3065600206984,0.0231718434529892,1.42234189177516
"129","Abies amabilis",46.2024587015905,0.0269656309013139,1.51139165090358
"130","Abies amabilis",49.7015166631948,0.021790822297813,1.37276597985753
"131","Abies amabilis",52.1837035043391,0.0208549624995252,1.34731780237858
"132","Abies amabilis",51.1568339376589,0.0195429201541772,1.27851377467869
"133","Abies amabilis",48.7250787169385,0.0231920853967499,1.41168966617909
"134","Abies amabilis",50.5511689045095,0.0214091862852299,1.37751135603244
"135","Abies amabilis",45.7953345139966,0.0282189120153658,1.61603522008188
"136","Abies amabilis",48.046827504388,0.0235838447552693,1.4156243326501
"137","Abies amabilis",48.3614694627722,0.0255252123439005,1.5272565362877
"138","Abies amabilis",47.2473864435312,0.0258778828841841,1.51726597890013
"139","Abies amabilis",47.3128733049515,0.0241363697860016,1.43404191852074
"140","Abies amabilis",48.2808432125892,0.0236615418696364,1.42905454859994
"141","Abies amabilis",47.8216759465503,0.0241486902832041,1.46431945397756
"142","Abies amabilis",48.8924004014503,0.0231940645076917,1.42076199863654
"143","Abies amabilis",47.693829894267,0.0241653860618624,1.44298857340332
"144","Abies amabilis",49.1230160319354,0.0215034798665148,1.33564330350805
"145","Abies amabilis",48.8018981588223,0.0230744813732432,1.43073807116756
"146","Abies amabilis",46.0353049188388,0.027087518379736,1.55629813943097
"147","Abies amabilis",47.1207190377302,0.024683086148822,1.45595312985635
"148","Abies amabilis",47.8896725998187,0.0244903276114889,1.46012257402609
"149","Abies amabilis",49.7809917858338,0.0220104341119681,1.39668820018219
"150","Abies amabilis",48.9687030243679,0.0245155435899653,1.46485217633975
"151","Abies amabilis",49.6684326387216,0.0219356893449167,1.36139518495836
"152","Abies amabilis",47.1251009943057,0.0250987656814238,1.48493915939851
"153","Abies amabilis",45.373489008057,0.0264873525888095,1.50018612274773
"154","Abies amabilis",47.6540836187627,0.0244501795076846,1.44529552290345
"155","Abies amabilis",49.5389656698054,0.0216671139496431,1.3581727041859
"156","Abies amabilis",51.9856017294595,0.0193283944448821,1.28702135228108
"157","Abies amabilis",48.5604605140898,0.0221188009824159,1.35698572154685
"158","Abies amabilis",48.0775486956388,0.0238427567846199,1.44636354167006
"159","Abies amabilis",47.9562995701618,0.0242872268078537,1.45956183548554
"160","Abies amabilis",46.8492446198038,0.0260996142205732,1.5179083381695
"161","Abies amabilis",49.6054719458593,0.0222292713936617,1.38844913077328
"162","Abies amabilis",43.0561620605577,0.0340878384502292,1.83773883233934
"163","Abies amabilis",50.0636891984121,0.0219019701751699,1.38158887884667
"164","Abies amabilis",47.9343147606215,0.0234463592598653,1.43671646120957
"165","Abies amabilis",47.6155807280426,0.0241044387364611,1.44963825415917
"166","Abies amabilis",49.2656339025958,0.0216128923293777,1.34333253232972
"167","Abies amabilis",47.1147736539293,0.0256127912264009,1.50849300171314
"168","Abies amabilis",49.4940061519355,0.0225771651251537,1.41462103408653
"169","Abies amabilis",50.2521194508072,0.0235473733858402,1.43451058707172
"170","Abies amabilis",48.1876636160786,0.0246280095667883,1.50064644932886
"171","Abies amabilis",48.0551563407084,0.0240189351412323,1.43795932500389
"172","Abies amabilis",46.9184575574173,0.0234451100010598,1.42989186929375
"173","Abies amabilis",49.8697570902414,0.0215773160543983,1.35041651317002
"174","Abies amabilis",49.4392946131472,0.0225278989853374,1.39797351040342
"175","Abies amabilis",46.6689580816568,0.026510740649465,1.55774752828181
"176","Abies amabilis",46.0826657342242,0.0271694803302206,1.567463373531
"177","Abies amabilis",47.2072159810009,0.0237184051996397,1.44858570247168
"178","Abies amabilis",49.2396977813984,0.0222715639792417,1.38349287072597
"179","Abies amabilis",49.1411276922545,0.0223676552888265,1.3753168819032
"180","Abies amabilis",47.4754910183352,0.0249120689744883,1.47882354096308
"181","Abies amabilis",45.5597490645582,0.0273979437070594,1.55377157055798
"182","Abies amabilis",49.6078819184818,0.0224268607227547,1.38779174917125
"183","Abies amabilis",47.6135147862555,0.0240971364939431,1.43844673144504
"184","Abies amabilis",48.0324430888987,0.0240592247550596,1.44228569241925
"185","Abies amabilis",46.1184736880166,0.0266569156725843,1.5158536792538
"186","Abies amabilis",50.2143952917713,0.0232392531940516,1.40711407445471
"187","Abies amabilis",47.4227790716826,0.0245564560695951,1.43192527125045
"188","Abies amabilis",47.8634043448897,0.0245589077389345,1.46656342654577
"189","Abies amabilis",46.8654592695008,0.0245525338501951,1.4172878888677
"190","Abies amabilis",50.5457693606594,0.0203696790942751,1.30397683281843
"191","Abies amabilis",53.0430705756804,0.0188185069817112,1.27465741853304
"192","Abies amabilis",50.5064626634849,0.0209699256668786,1.33803396100391
"193","Abies amabilis",48.0106499105319,0.0238390122469757,1.44093294674678
"194","Abies amabilis",47.065121074833,0.0253906883915981,1.48450823457008
"195","Abies amabilis",47.031620248432,0.0246232020915065,1.45294773103902
"196","Abies amabilis",47.99626942255,0.0243143930256456,1.45791539102678
"197","Abies amabilis",48.4916309442805,0.0229939345908876,1.38134186867602
"198","Abies amabilis",44.9969100169812,0.0243806014000269,1.48177095995156
"199","Abies amabilis",46.7899147772289,0.0232792577417721,1.42096482433954
"200","Abies amabilis",49.6896923506179,0.0220291458275053,1.42197211456226
"201","Abies balsamea",20.9102635553932,0.0631359339362605,1.38746454573605
"202","Abies balsamea",19.560389222735,0.0755557848932163,1.62026444778464
"203","Abies balsamea",19.1237758578993,0.0791485103786592,1.6513684892285
"204","Abies balsamea",19.7619784479556,0.0766359367156115,1.63728104193257
"205","Abies balsamea",20.006436591828,0.0711307235310051,1.52577893488878
"206","Abies balsamea",20.2911812269464,0.0669752865684594,1.4335439256042
"207","Abies balsamea",20.0574873467492,0.0667905625154988,1.43046842583293
"208","Abies balsamea",19.9537294469666,0.072701944341576,1.56439072847169
"209","Abies balsamea",20.7411680543025,0.0636709964599461,1.40592645229402
"210","Abies balsamea",19.6574069394324,0.0758017544544168,1.57663160686998
"211","Abies balsamea",19.9367860108287,0.071054977594257,1.51036013653149
