"","species","b1","b2","b3"
"1","Abies alba",34.0673958197802,0.0305355449751488,1.18507539963996
"2","Abies alba",34.1649855365882,0.0295515941196342,1.15964361434559
"3","Abies alba",34.5862651163877,0.0282284090788699,1.10918493584357
"4","Abies alba",34.0102938159655,0.0301868082121098,1.17123954468768
"5","Abies alba",33.899009201549,0.0311335433449204,1.20539007733324
"6","Abies alba",34.9044201047953,0.0272892742796213,1.09827093560827
"7","Abies alba",33.985679441133,0.0303499029503965,1.18266787190761
"8","Abies alba",34.909347101881,0.0276762314591169,1.12023509254427
"9","Abies alba",34.8885893271365,0.028270817914947,1.13547574760035
"10","Abies alba",34.7772073825681,0.0284819615063385,1.13484460110403
"11","Abies alba",33.7716794275587,0.0318437694261997,1.22320780568865
"12","Abies alba",34.5162433872264,0.029539812348188,1.17337512286142
"13","Abies alba",33.8205726041315,0.0315106493198487,1.21177475169642
"14","Abies alba",33.8591132327245,0.03135540076243,1.20485728673537
"15","Abies alba",33.9005880596022,0.0308717666444277,1.18582391173952
"16","Abies alba",33.5015219698906,0.0324814271575698,1.24336642291729
"17","Abies alba",34.2842304931241,0.0293838644455075,1.14140105261385
"18","Abies alba",33.978652275599,0.0301582561718521,1.15701095592017
"19","Abies alba",34.7770317179177,0.0281346419927266,1.12987560362487
"20","Abies alba",33.7326004787003,0.0311480308862706,1.19890048361638
"21","Abies alba",35.0789006989052,0.0274102290625232,1.1235003399586
"22","Abies alba",34.3140678678324,0.0296331230202743,1.16943843814704
"23","Abies alba",33.8505470963539,0.0302631319620959,1.16749191087564
"24","Abies alba",34.621217322757,0.0285938301688355,1.13704636651028
"25","Abies alba",33.9559227340401,0.030518733386414,1.18449677126337
"26","Abies alba",34.4817878165341,0.0290905870387778,1.14876917415469
"27","Abies alba",34.6951127420195,0.0287773787752794,1.14852025911226
"28","Abies alba",33.9378392738986,0.030182552442818,1.16667391864408
"29","Abies alba",35.0890169383068,0.0271229020511227,1.1097282514702
"30","Abies alba",34.5994059312802,0.0281936896818175,1.11783454077118
"31","Abies alba",34.3484801163912,0.0290540484023026,1.1343729498929
"32","Abies alba",35.2199085236163,0.0274552310081478,1.12617550267626
"33","Abies alba",34.6885283050809,0.0291502365820467,1.15949938769571
"34","Abies alba",34.3548048864019,0.0290353910066042,1.13171879520315
"35","Abies alba",34.2485078740027,0.0290582453896881,1.13265247320289
"36","Abies alba",33.3827140986799,0.0318131432354786,1.19050137471762
"37","Abies alba",34.3946464232917,0.0294756575289632,1.16711327795111
"38","Abies alba",34.8153571559453,0.0277038130117083,1.11247056547887
"39","Abies alba",34.4273307585087,0.0292071265062286,1.15985488433269
"40","Abies alba",35.4748568165645,0.0264616599163752,1.09452092957005
"41","Abies alba",34.6528081672987,0.02874133239564,1.15240966404262
"42","Abies alba",35.2258663396784,0.0273129651639477,1.11387475222246
"43","Abies alba",34.634615922907,0.0287228241396874,1.14892208724056
"44","Abies alba",34.7771610417072,0.0281183185656099,1.1253351556404
"45","Abies alba",33.9800076105321,0.0307769965617101,1.19726242054557
"46","Abies alba",33.8454028758112,0.0307000574358182,1.18274693502205
"47","Abies alba",33.915830118371,0.0298772395102934,1.14779447200152
"48","Abies alba",33.9061082477167,0.0302083797666036,1.16833354090711
"49","Abies alba",34.2834714928549,0.0297924532890207,1.16566072116545
"50","Abies alba",34.8953292801517,0.0279441995556301,1.12468153477085
"51","Abies alba",34.3634774502507,0.0293667870011653,1.14892129903184
"52","Abies alba",35.7245462952719,0.025685709240348,1.06623259332394
"53","Abies alba",34.816341509969,0.0272875610961207,1.10518759099215
"54","Abies alba",35.0781186948131,0.0281651484264938,1.14412691723465
"55","Abies alba",34.4291593792819,0.0293928346008334,1.16245196821703
"56","Abies alba",34.1426502724483,0.0301883281701293,1.17397793673845
"57","Abies alba",34.1834434439606,0.0293790209947688,1.14563448232304
"58","Abies alba",34.211775243358,0.0303032006856951,1.19211915758056
"59","Abies alba",34.5793742434211,0.0286602590237905,1.13931492468906
"60","Abies alba",34.2068027624367,0.0299531936010644,1.17450087127077
"61","Abies alba",33.9958554933325,0.030694257901346,1.18934507424346
"62","Abies alba",34.3676698946639,0.0294834631422797,1.16144135168396
"63","Abies alba",33.9602668976708,0.0300173074621756,1.15096679738415
"64","Abies alba",34.1413740580844,0.0306598963206249,1.2051098535408
"65","Abies alba",34.4915577712277,0.0287638169700798,1.12651282869685
"66","Abies alba",34.4978921907816,0.0295229727420992,1.17951653313492
"67","Abies alba",33.8615611875485,0.0313000298861716,1.20836442728702
"68","Abies alba",34.2671525421215,0.0293236840364402,1.1600681657707
"69","Abies alba",34.8830088470812,0.0279907657364784,1.12189248976866
"70","Abies alba",34.5823536999641,0.0288346041436971,1.14348889371232
"71","Abies alba",33.936982510974,0.0305599156394412,1.18646655767798
"72","Abies alba",34.6369514714756,0.0286138100375199,1.152947848236
"73","Abies alba",34.3955630037583,0.0291170813225379,1.13971891850838
